title,genres,profitable,rank
Oblivion,Action-Science Fiction-Adventure-Mystery,138.47381000000001,1
Total Recall,Action-Science Fiction-Adventure-Thriller,59.0416592,1
Dragon Ball Super: Broly,Action-Science Fiction-Animation,12400.2821,1
Sonic the Hedgehog,Action-Science Fiction-Comedy-Family,260.90172941176473,1
The Devil Series,Action-Science Fiction-Crime,66.66666666666666,1
Real Steel,Action-Science Fiction-Drama,172.06228,1
Snowpiercer,Action-Science Fiction-Drama,121.3237551020408,2
Robot,Action-Science Fiction-Fantasy,134.84848484848484,1
Morbius,Action-Science Fiction-Fantasy,114.66666666666667,2
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",Action-Science Fiction-Fantasy,112.7659574468085,3
Shin Godzilla,Action-Science Fiction-Horror,839.3014266666667,1
The Meg,Action-Science Fiction-Horror,253.49582800000002,2
Godzilla vs. Destoroyah,Action-Science Fiction-Horror,80.0,3
7Aum Arivu,Action-Science Fiction-Thriller,518.125,1
Godzilla 1985,Action-Science Fiction-Thriller,488.05642857142857,2
Darkman,Action-Science Fiction-Thriller,205.4906375,3
Hollow Man,Action-Science Fiction-Thriller,100.22468947368421,4
Terminator Salvation,Action-Science Fiction-Thriller,85.6765005,5
2.0,Action-Science Fiction-Thriller-Fantasy,97.7381012987013,1
Cowboys & Aliens,Action-Science Fiction-Thriller-Western,7.2529601226993865,1
Limbo,Action-Thriller,2900.0,1
Ong Bak: Muay Thai Warrior,Action-Thriller,1728.447818181818,2
Come Forth Reverend,Action-Thriller,1300.0,3
The Berlin File,Action-Thriller,888.1157777777778,4
Taken,Action-Thriller,807.322272,5
From Russia with Love,Action-Thriller-Adventure,3844.9382499999997,1
You Only Live Twice,Action-Thriller-Adventure,1074.576705263158,2
Mission: Impossible - Ghost Protocol,Action-Thriller-Adventure,379.11267586206895,3
War,Action-Thriller-Adventure,137.2549992917436,4
Hanna,Action-Thriller-Adventure,112.60692666666668,5
The Jackal,Action-Thriller-Adventure-Crime,165.55046666666667,1
The Core,Action-Thriller-Adventure-Science Fiction,23.680445,1
The Man from Nowhere,Action-Thriller-Crime,3331.0589641434262,1
The Boondock Saints,Action-Thriller-Crime,733.3333333333333,2
The Raid,Action-Thriller-Crime,731.6835454545455,3
John Wick: Chapter 3 - Parabellum,Action-Thriller-Crime,494.0176854545455,4
Fast Five,Action-Thriller-Crime,400.91013999999996,5
Furious 7,Action-Thriller-Crime-Adventure,697.3935110526317,1
The Marksman,Action-Thriller-Crime-Adventure,0.3335260869565217,2
Colombiana,Action-Thriller-Crime-Drama,52.414635,1
The Girl Who Kicked the Hornet's Nest,Action-Thriller-Crime-Mystery,987.4527,1
True Romance,Action-Thriller-Crime-Romance,0.8,1
Kickboxer,Action-Thriller-Drama,879.8003333333334,1
Hitman,Action-Thriller-Drama,316.52397083333335,2
Arrambam,Action-Thriller-Drama,256.52173913043475,3
Cell 211,Action-Thriller-Drama,238.6049649122807,4
Rambo: Last Blood,Action-Thriller-Drama,82.980706,5
The International,Action-Thriller-Drama-Crime,20.322782,1
V for Vendetta,Action-Thriller-Fantasy,145.39080555555554,1
The Commuter,Action-Thriller-Mystery,599.6159133333333,1
Non-Stop,Action-Thriller-Mystery,345.61920000000003,2
Baaghi,Action-Thriller-Romance,481.05036253184403,1
The Tourist,Action-Thriller-Romance,178.731369,2
The Terminator,Action-Thriller-Science Fiction,1124.55,1
Aliens,Action-Thriller-Science Fiction,890.8997567567567,2
Cloverfield,Action-Thriller-Science Fiction,583.056104,3
Terminator 2: Judgment Day,Action-Thriller-Science Fiction,409.8039215686274,4
In Time,Action-Thriller-Science Fiction,334.82649000000004,5
Armageddon,Action-Thriller-Science Fiction-Adventure,295.57111857142854,1
I Am Number Four,Action-Thriller-Science Fiction-Adventure,199.75687399999998,2
The Island,Action-Thriller-Science Fiction-Adventure,29.324733333333334,3
Dark Angel,Action-Thriller-Science Fiction-Crime-Horror,31.848585714285715,1
Minority Report,Action-Thriller-Science Fiction-Mystery,251.34600588235293,1
Cutaway,Action-Thriller-TV Movie,311.11111111111114,1
Act of Valor,Action-Thriller-War,577.27305,1
Operation Red Sea,Action-Thriller-War-Drama,1454.9158857142857,1
Red Dawn,Action-Thriller-War-Drama,125.7441,2
Wolf Warrior,Action-War,1700.0000000000002,1
Missing in Action 2: The Beginning,Action-War,346.28410788381746,2
Pearl Harbor,Action-War-History-Romance-Drama,220.8721035714286,1
The Swarm,Action-War-Thriller,200.0,1
2019: A Cinematic Odyssey,Adventure,900.0,1
A Roar in the Dark,Adventure,212.5,2
熊猫历险记,Adventure,100.0,3
Waltz of Qualm,Adventure,96.0,4
Uma Aventura Mística,Adventure,80.38147138964578,5
Raiders of the Lost Ark,Adventure-Action,2066.2553944444444,1
Indiana Jones and the Temple of Doom,Adventure-Action,1089.2857142857142,2
Indiana Jones and the Last Crusade,Adventure-Action,887.8579291666666,3
Indiana Jones and the Kingdom of the Crystal Skull,Adventure-Action,325.2086664864865,4
Beowulf,Adventure-Action-Animation,179.62268,1
Johnny English,Adventure-Action-Comedy,301.45754500000004,1
Casino Royale,Adventure-Action-Comedy,247.87265,2
Team America: World Police,Adventure-Action-Comedy,59.085693750000004,3
Jumanji: Welcome to the Jungle,Adventure-Action-Comedy-Fantasy,2907.0074566666667,1
Romancing the Stone,Adventure-Action-Comedy-Romance,765.7223799999999,1
The Jewel of the Nile,Adventure-Action-Comedy-Romance,287.0928,2
Six Days Seven Nights,Adventure-Action-Comedy-Romance,135.48470571428572,3
Lethal Weapon 3,Adventure-Action-Comedy-Thriller-Crime,819.2329342857142,1
Lethal Weapon,Adventure-Action-Comedy-Thriller-Crime,701.3808466666666,2
Dick Tracy,Adventure-Action-Comedy-Thriller-Crime,120.72069361702127,3
Bad Boys II,Adventure-Action-Comedy-Thriller-Crime,110.26119692307692,4
Shanghai Noon,Adventure-Action-Comedy-Western,3.5132818181818184,1
Sherlock Holmes: A Game of Shadows,Adventure-Action-Crime-Mystery,167.692,1
The River Wild,Adventure-Action-Crime-Thriller,109.36965111111112,1
The Man in the Iron Mask,Adventure-Action-Drama,422.76829142857144,1
"10,000 BC",Adventure-Action-Drama-Fantasy,156.9373342857143,1
Poseidon,Adventure-Action-Drama-Thriller,13.546760625000001,1
The Mummy,Adventure-Action-Fantasy,419.85686,1
The Mummy Returns,Adventure-Action-Fantasy,352.3274530612245,2
Pirates of the Caribbean: Dead Men Tell No Tales,Adventure-Action-Fantasy,245.5920843478261,3
The Mummy: Tomb of the Dragon Emperor,Adventure-Action-Fantasy,178.2412620689655,4
Pirates of the Caribbean: On Stranger Tides,Adventure-Action-Fantasy,175.18784263157895,5
X-Men: Days of Future Past - Rogue Cut,Adventure-Action-Fantasy-Science Fiction,239.09090909090912,1
Robin Hood,Adventure-Action-History,60.83487050000001,1
The Adventures of Robin Hood,Adventure-Action-Romance,95.81898671913429,1
Days of Thunder,Adventure-Action-Romance-Drama,163.20122166666667,1
Star Wars,Adventure-Action-Science Fiction,6949.072790909091,1
The Empire Strikes Back,Adventure-Action-Science Fiction,2891.1111111111113,2
Return of the Jedi,Adventure-Action-Science Fiction,1670.32457496136,3
The Lost World: Jurassic Park,Adventure-Action-Science Fiction,747.4506835616438,4
Star Wars: Episode I - The Phantom Menace,Adventure-Action-Science Fiction,703.7543982608696,5
Iceman,Adventure-Action-Science Fiction-Comedy-Fantasy,2.1859598853868194,1
Star Wars: The Force Awakens,Adventure-Action-Science Fiction-Fantasy,744.1729077551021,1
Operation Thunderbolt,Adventure-Action-Thriller,41279.66121428572,1
Dr. No,Adventure-Action-Thriller,6173.684210526316,2
Goldfinger,Adventure-Action-Thriller,4895.24248,3
Thunderball,Adventure-Action-Thriller,2467.193781818182,4
Live and Let Die,Adventure-Action-Thriller,2211.111942857143,5
A Lonely Place to Die,Adventure-Action-Thriller-Crime,533.625,1
Quantum of Solace,Adventure-Action-Thriller-Crime,194.790241,2
National Treasure,Adventure-Action-Thriller-Mystery,247.51231800000002,1
Mad Max,Adventure-Action-Thriller-Science Fiction,2823.919,1
Mad Max 2,Adventure-Action-Thriller-Science Fiction,1130.0416,2
The Matrix Reloaded,Adventure-Action-Thriller-Science Fiction,392.3998006666667,3
Jurassic Park III,Adventure-Action-Thriller-Science Fiction,296.53850430107525,4
The Matrix Revolutions,Adventure-Action-Thriller-Science Fiction,183.325474,5
The Magnificent Seven,Adventure-Action-Western,80.40070666666666,1
Doraemon: Nobita and the Tin Labyrinth,Adventure-Animation,270.0,1
Condorito: The Movie,Adventure-Animation-Comedy,16.169775,1
One Hundred and One Dalmatians,Adventure-Animation-Comedy-Family,2025.0,1
Wallace & Gromit: The Curse of the Were-Rabbit,Adventure-Animation-Comedy-Family,542.0345733333332,2
Storks,Adventure-Animation-Comedy-Family,481.62547714285716,3
Finding Dory,Adventure-Animation-Comedy-Family,414.28544450000004,4
Rio 2,Adventure-Animation-Comedy-Family,385.6198398058253,5
The Lego Movie,Adventure-Animation-Comedy-Family-Fantasy,681.9344866666667,1
The Emperor's New Groove,Adventure-Animation-Comedy-Family-Fantasy,69.327687,2
A Monster in Paris,Adventure-Animation-Comedy-Family-Fantasy,6.446599999999999,3
Sausage Party,Adventure-Animation-Comedy-Fantasy,640.5543263157895,1
Watership Down,Adventure-Animation-Drama,271.3768,1
The Prince of Egypt,Adventure-Animation-Drama-Family,212.30455428571426,1
The Fox and the Hound,Adventure-Animation-Drama-Family,148.33333333333334,2
Brother Bear,Adventure-Animation-Family,95.6232796875,1
The Good Dinosaur,Adventure-Animation-Family,89.83295485714285,2
Fly Me to the Moon,Adventure-Animation-Family,65.649056,3
The Tale of Despereaux,Adventure-Animation-Family,44.913275000000006,4
Moshi Monsters: The Movie,Adventure-Animation-Family-Comedy-Fantasy,56.833986898413215,1
Ice Age: Collision Course,Adventure-Animation-Family-Comedy-Science Fiction,289.1228933333333,1
Care Bears: Season of Caring,Adventure-Animation-Family-Fantasy,1700.0,1
Pocahontas,Adventure-Animation-Family-Romance,529.2359509090909,1
The Lord of the Rings,Adventure-Animation-Fantasy,661.7855,1
Nausicaä of the Valley of the Wind,Adventure-Animation-Fantasy,230.1446,2
The Little Prince,Adventure-Animation-Fantasy-Family,104.91015625,1
The Adventures of Tintin,Adventure-Animation-Mystery,186.10774692307692,1
Crocodile Dundee,Adventure-Comedy,6464.070119999999,1
Sunset in a Cup of Coffee,Adventure-Comedy,6241.964285714285,2
Crocodile Dundee II,Adventure-Comedy,1611.4729285714286,3
Cebiche de Tiburón,Adventure-Comedy,384.3147405202536,4
Crocodile Dundee in Los Angeles,Adventure-Comedy,86.4712718676123,5
Night Vacation,Adventure-Comedy-Animation,1460.0,1
Isle of Dogs,Adventure-Comedy-Animation,2.3439483176395273,2
The Secret Life of Pets,Adventure-Comedy-Animation-Family,1067.2772493333334,1
The Peanuts Movie,Adventure-Comedy-Animation-Family,148.72031616161615,2
"O Brother, Where Art Thou?",Adventure-Comedy-Crime,176.4166423076923,1
Midnight Run,Adventure-Comedy-Crime-Action,28.045353333333335,1
Rough Cut,Adventure-Comedy-Crime-Mystery-Romance,18.97232142857143,1
Austin Powers: The Spy Who Shagged Me,Adventure-Comedy-Crime-Science Fiction,845.5056303030303,1
Buddha Wild: Monk in a Hut,Adventure-Comedy-Documentary-Family,1000.0,1
Hunt for the Wilderpeople,Adventure-Comedy-Drama,1655.9999999999998,1
A Walk in the Woods,Adventure-Comedy-Drama,368.265925,2
The Gold Rush,Adventure-Comedy-Drama,333.3694474539545,3
The Adventures of Huck Finn,Adventure-Comedy-Drama-Family,270.8245230769231,1
The Wizard,Adventure-Comedy-Drama-Family,137.98166666666668,2
The Adventures of Huckleberry Finn,Adventure-Comedy-Drama-Family,102.65291083271923,3
The Sisterhood of the Traveling Pants 2,Adventure-Comedy-Drama-Family,64.2682111111111,4
D'Unbelievables One Hell of a Do,Adventure-Comedy-Drama-Family-Music-TV Movie,150.0,1
The Secret Life of Walter Mitty,Adventure-Comedy-Drama-Fantasy,109.03702444444446,1
Harry and Tonto,Adventure-Comedy-Drama-Romance,369.3877551020408,1
Paddington 2,Adventure-Comedy-Family,936.5,1
The Goonies,Adventure-Comedy-Family,223.10357894736842,2
The Wild Soccer Bunch 3,Adventure-Comedy-Family,165.55162649209788,3
Sky High,Adventure-Comedy-Family,146.77089999999998,4
Dora and the Lost City of Gold,Adventure-Comedy-Family,144.2502755102041,5
Moana,Adventure-Comedy-Family-Animation,360.573648,1
Charlie and the Chocolate Factory,Adventure-Comedy-Family-Fantasy,216.64584200000002,1
Nim's Island,Adventure-Comedy-Family-Fantasy,170.4766,2
Mirror Mirror,Adventure-Comedy-Family-Fantasy,115.31590823529412,3
Christopher Robin,Adventure-Comedy-Family-Fantasy,64.37039733333333,4
Around the World in Eighty Days,Adventure-Comedy-Family-Fantasy-Romance,600.0,1
Aliens in the Attic,Adventure-Comedy-Family-Fantasy-Science Fiction,28.62456888888889,1
George of the Jungle,Adventure-Comedy-Family-Romance,217.20592181818182,1
"Honey, I Shrunk the Kids",Adventure-Comedy-Family-Science Fiction,1137.356511111111,1
Back to the Future Part II,Adventure-Comedy-Family-Science Fiction,730.0,2
The Hitchhiker's Guide to the Galaxy,Adventure-Comedy-Family-Science Fiction,108.95683199999999,3
"Honey, I Blew Up the Kid",Adventure-Comedy-Family-Science Fiction,46.656130000000005,4
Jumanji: The Next Level,Adventure-Comedy-Fantasy,540.0477655999999,1
Monty Python and the Holy Grail,Adventure-Comedy-Fantasy,385.2265,2
Night at the Museum: Secret of the Tomb,Adventure-Comedy-Fantasy-Family,371.97580314960635,1
A Dog's Purpose,Adventure-Comedy-Fantasy-Family-Drama,1663.9619909090911,1
Goosebumps 2: Haunted Halloween,Adventure-Comedy-Fantasy-Family-Horror,333.25931428571425,1
Warlock,Adventure-Comedy-Fantasy-Horror,29.920728571428572,1
Get Him to the Greek,Adventure-Comedy-Music,125.07413999999999,1
Tom Jones,Adventure-Comedy-Romance,3660.0,1
Aanandam,Adventure-Comedy-Romance,822.2222222222222,2
National Lampoon's European Vacation,Adventure-Comedy-Romance,190.38012352941175,3
Donovan's Reef,Adventure-Comedy-Romance,145.71854058078927,4
Scaramouche,Adventure-Comedy-Romance,124.49251247920132,5
Invisible Agent,Adventure-Comedy-Romance-Science Fiction-War,222.9813664596273,1
Back to the Future Part III,Adventure-Comedy-Science Fiction,511.3189575,1
Bill & Ted's Excellent Adventure,Adventure-Comedy-Science Fiction,304.85039,2
Arif V 216,Adventure-Comedy-Science Fiction,210.62223095350495,3
Paul,Adventure-Comedy-Science Fiction,144.9600375,4
Back to the Future,Adventure-Comedy-Science Fiction-Family,1905.840852631579,1
Kelly's Heroes,Adventure-Comedy-War,30.0,1
Show Dogs,Adventure-Crime-Family-Comedy,606.0039818181818,1
Easy Rider,Adventure-Drama,16566.666666666664,1
Turning Tide,Adventure-Drama,627.0421176470588,2
Life of Pi,Adventure-Drama,407.51380416666666,3
Cast Away,Adventure-Drama,377.3690466666667,4
Captain Fantastic,Adventure-Drama,362.47184,5
Zatoichi,Adventure-Drama-Action,1267.87688,1
House of Flying Daggers,Adventure-Drama-Action,519.0929666666666,2
13 Assassins,Adventure-Drama-Action,192.58568333333332,3
Exodus: Gods and Kings,Adventure-Drama-Action,182.90261142857142,4
King Kong,Adventure-Drama-Action,171.67316376811596,5
Double Take,Adventure-Drama-Action-Comedy-Romance,31.666666666666664,1
The Message,Adventure-Drama-Action-History,50.0,1
"Crouching Tiger, Hidden Dragon",Adventure-Drama-Action-Romance,1156.0337411764706,1
The Karate Kid Part II,Adventure-Drama-Action-Romance-Family,785.415223076923,1
"20,000 Leagues Under the Sea",Adventure-Drama-Action-Science Fiction,3900.0,1
Walking Tall,Adventure-Drama-Action-Thriller,2.185517857142857,1
Conquest 1453,Adventure-Drama-Action-War,248.69700929011555,1
The Darjeeling Limited,Adventure-Drama-Comedy,52.35719375,1
The Bear,Adventure-Drama-Family,452.96408799999995,1
Eight Below,Adventure-Drama-Family,201.13998500000002,2
Bridge to Terabithia,Adventure-Drama-Family,129.3117716666667,3
The Adventures of Milo and Otis,Adventure-Drama-Family,76.85836436170213,4
Hugo,Adventure-Drama-Family,9.276564705882354,5
"20,000 Leagues Under the Sea",Adventure-Drama-Family-Fantasy-Science Fiction,463.99999999999994,1
The Green Knight,Adventure-Drama-Fantasy,21.281466666666667,1
Sweet Journey,Adventure-Drama-History,1800.0,1
Mutiny on the Bounty,Adventure-Drama-History,128.71794871794873,2
The Physician,Adventure-Drama-History,118.24576111111111,3
The Count of Monte Cristo,Adventure-Drama-History,115.41442285714285,4
Seven Years in Tibet,Adventure-Drama-History,87.79668857142858,5
Cold Mountain,Adventure-Drama-History-Romance,119.0044417721519,1
The Spacewalker,Adventure-Drama-History-Thriller,39.48959708767642,1
The Great Escape,Adventure-Drama-History-Thriller-War,193.611775,1
Black Water,Adventure-Drama-Horror,81.65085714285715,1
Sherina's Adventure,Adventure-Drama-Music-Family,760.0,1
Ben-Hur: A Tale of the Christ,Adventure-Drama-Romance,130.76923076923077,1
Australia,Adventure-Drama-Romance,62.913470000000004,2
A Knight's Tale,Adventure-Drama-Romance-Action,80.74995846153847,1
Legends of the Fall,Adventure-Drama-Romance-War-Western,435.4629433333334,1
Boom Town,Adventure-Drama-Romance-Western,358.59999999999997,1
Far and Away,Adventure-Drama-Romance-Western,129.63973333333334,2
Voyage to the Bottom of the Sea,Adventure-Drama-Science Fiction,343.0379746835443,1
Interstellar,Adventure-Drama-Science Fiction,325.29042787878785,2
The Adventures of Hector Westwood: The Cult of Evil,Adventure-Drama-Science Fiction,60.0,3
Aithe,Adventure-Drama-Thriller,1472.2408026755852,1
127 Hours,Adventure-Drama-Thriller,98.294,2
The Walk,Adventure-Drama-Thriller,74.80554857142857,3
Alive,Adventure-Drama-Thriller,14.793465625,4
Master and Commander: The Far Side of the World,Adventure-Drama-War,41.34074066666666,1
Dances with Wolves,Adventure-Drama-Western,1828.2220363636363,1
The Left Hand of God,Adventure-Drama-Western,124.08963585434174,2
The Treasure of the Sierra Madre,Adventure-Drama-Western,13.342105263157894,3
Swiss Family Robinson,Adventure-Family,707.12,1
The Fox and the Child,Adventure-Family,127.77084615384615,2
The Wolf and the Lion,Adventure-Family,28.57142857142857,3
The Junior Olsen Gang and the Black Gold,Adventure-Family,6.179725167394961,4
Big Hero 6,Adventure-Family-Animation-Action-Comedy,298.6835321212121,1
The Lion King,Adventure-Family-Animation-Drama,541.3982026923077,1
Mia and the White Lion,Adventure-Family-Drama,539.3164583333333,1
Лесная царевна,Adventure-Family-Fantasy,393517.0212765957,1
Paws,Adventure-Family-Fantasy,1191.2060465690367,2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure-Family-Fantasy,313.89617499999997,3
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure-Family-Fantasy,168.18465612903225,4
Percy Jackson: Sea of Monsters,Adventure-Family-Fantasy,122.05590555555557,5
The Princess Bride,Adventure-Family-Fantasy-Comedy-Romance,92.88540625,1
Race to Witch Mountain,Adventure-Family-Fantasy-Science Fiction-Thriller-Action,112.60797600000001,1
Tomorrowland,Adventure-Family-Mystery-Science Fiction,10.081222105263157,1
The Adventures of Sharkboy and Lavagirl,Adventure-Family-Science Fiction,43.98531,1
The Black Hole,Adventure-Family-Science Fiction-Action,79.20950500000001,1
Clockstoppers,Adventure-Family-Science Fiction-Thriller,49.204934615384616,1
Harry Potter and the Chamber of Secrets,Adventure-Fantasy,776.6884819999999,1
Harry Potter and the Philosopher's Stone,Adventure-Fantasy,681.18044,2
Harry Potter and the Prisoner of Azkaban,Adventure-Fantasy,507.5419646153846,3
King Kong,Adventure-Fantasy,293.9758478260869,4
Harry Potter and the Deathly Hallows: Part 1,Adventure-Fantasy,281.7223472,5
King Kong,Adventure-Fantasy-Action,1388.095238095238,1
The Lord of the Rings: The Return of the King,Adventure-Fantasy-Action,1090.3074244680852,2
The Lord of the Rings: The Two Towers,Adventure-Fantasy-Action,1072.5156962025317,3
The Lord of the Rings: The Fellowship of the Ring,Adventure-Fantasy-Action,836.9552301075269,4
Pirates of the Caribbean: Dead Man's Chest,Adventure-Fantasy-Action,432.829906,5
Night at the Museum: Battle of the Smithsonian,Adventure-Fantasy-Action-Comedy-Family,175.40411333333333,1
Last Action Hero,Adventure-Fantasy-Action-Comedy-Family,61.527634117647054,2
The Brothers Grimm,Adventure-Fantasy-Action-Comedy-Thriller,19.677576136363637,1
Once Upon a Warrior,Adventure-Fantasy-Action-Family,42.10526315789473,1
Lara Croft: Tomb Raider,Adventure-Fantasy-Action-Thriller,138.8724695652174,1
Fantastic Four: Rise of the Silver Surfer,Adventure-Fantasy-Action-Thriller,132.24087,2
The Fifth Element,Adventure-Fantasy-Action-Thriller-Science Fiction,193.24464444444445,1
The Shadow,Adventure-Fantasy-Action-Thriller-Science Fiction,92.25374,2
Princess Mononoke,Adventure-Fantasy-Animation,501.56365660377355,1
Pokémon 3: The Movie,Adventure-Fantasy-Animation-Action-Family,327.57046875000003,1
Return to Never Land,Adventure-Fantasy-Animation-Family,449.31341,1
Arthur and the Invisibles,Adventure-Fantasy-Animation-Family,25.516553488372097,2
Pokémon: The Movie 2000,Adventure-Fantasy-Animation-Science Fiction-Family,445.49756666666667,1
Kaamelott: The First Chapter,Adventure-Fantasy-Comedy,8.4824221643521,1
Hook,Adventure-Fantasy-Comedy-Family,329.79285714285714,1
Snow White and the Huntsman,Adventure-Fantasy-Drama,133.29411764705884,1
Big Fish,Adventure-Fantasy-Drama,76.02632,2
Mighty Joe Young,Adventure-Fantasy-Drama-Action-Science Fiction,8.333333333333332,1
Spice World,Adventure-Fantasy-Drama-Comedy-Music,300.0,1
The Twilight Saga: New Moon,Adventure-Fantasy-Drama-Romance,1319.654924,1
The Twilight Saga: Eclipse,Adventure-Fantasy-Drama-Romance,927.1931573529411,2
The Twilight Saga: Breaking Dawn - Part 2,Adventure-Fantasy-Drama-Romance,590.8333333333334,3
The Wizard of Oz,Adventure-Fantasy-Family,1115.519157364062,1
Harry Potter and the Goblet of Fire,Adventure-Fantasy-Family,497.28069066666666,2
Jumanji,Adventure-Fantasy-Family,304.30346,3
Journey to the Center of the Earth,Adventure-Fantasy-Family,190.69767441860466,4
Percy Jackson & the Olympians: The Lightning Thief,Adventure-Fantasy-Family,138.4181147368421,5
Harry Potter and the Order of the Phoenix,Adventure-Fantasy-Mystery,525.4751586666667,1
The Imaginarium of Doctor Parnassus,Adventure-Fantasy-Mystery,114.50868999999999,2
The Twilight Saga: Breaking Dawn - Part 1,Adventure-Fantasy-Romance,547.42896,1
Aladdin,Adventure-Fantasy-Romance-Family,472.4657890710382,1
Stardust,Adventure-Fantasy-Romance-Family,93.65718,2
Dragon Blade,Adventure-History,173.98677846153848,1
Troy,Adventure-History-War-Action,184.23420114285713,1
Rob Roy,Adventure-History-War-Drama-Action,12.846110714285713,1
The Descent,Adventure-Horror,1532.2864857142856,1
Orca,Adventure-Horror,145.29756666666665,2
Brotherhood of the Wolf,Adventure-Horror-Action-History,143.97553103448274,1
Goosebumps,Adventure-Horror-Comedy,172.69446206896552,1
Anaconda,Adventure-Horror-Thriller,204.1905933333333,1
The Descent: Part 2,Adventure-Horror-Thriller,17.47751741608613,2
Ve Allah Gençleri Yarattı,Adventure-Music,90.9090909090909,1
Rules of the Game,Adventure-Mystery,120.0,1
Mountains of the Moon,Adventure-Mystery,34.78260869565217,2
Trouble Is My Business,Adventure-Mystery-Romance-Thriller,343.2,1
The African Queen,Adventure-Romance,975.0,1
Golden Earrings,Adventure-Romance,600.0,2
Ivanhoe,Adventure-Romance,183.13378448724623,3
Ilhados 2021,Adventure-Romance,31.413612565445025,4
Blue Crush,Adventure-Romance-Drama,107.37071600000002,1
Lagaan: Once Upon a Time in India,Adventure-Romance-Drama,55.769230769230774,2
Jurassic Park,Adventure-Science Fiction,1360.4761904761904,1
Fantastic Voyage,Adventure-Science Fiction,134.6041055718475,2
Spacehunter: Adventures in the Forbidden Zone,Adventure-Science Fiction,10.0,3
Transformers,Adventure-Science Fiction-Action,373.13985333333335,1
The War in Space,Adventure-Science Fiction-Action,100.0,2
The Last Starfighter,Adventure-Science Fiction-Action,91.55526666666667,3
Valerian and the City of a Thousand Planets,Adventure-Science Fiction-Action,27.468525959367945,4
AVP: Alien vs. Predator,Adventure-Science Fiction-Action-Horror,153.46727142857145,1
Allegiant,Adventure-Science Fiction-Action-Mystery,62.95169818181818,1
The Garbage Pail Kids Movie,Adventure-Science Fiction-Comedy-Family,57.6615,1
A Wrinkle in Time,Adventure-Science Fiction-Family-Fantasy,57.62303689320388,1
The Loony Park,Adventure-Science Fiction-Fantasy-Mystery-Drama,9900.0,1
Beneath the Planet of the Apes,Adventure-Science Fiction-Mystery,533.3239333333333,1
Stargate: The Ark of Truth,Adventure-Science Fiction-TV Movie,27.142857142857142,1
Jaws: The Revenge,Adventure-Thriller-Horror,125.56962173913044,1
War of the Worlds,Adventure-Thriller-Science Fiction,357.4796356060606,1
The Sand Pebbles,Adventure-War,66.66666666666666,1
Gunga Din,Adventure-War-Comedy,46.579634464751955,1
King Arthur,Adventure-War-History-Action,69.63988083333334,1
Çifte Tabancalı Damat,Adventure-Western,90.9090909090909,1
Big Jack,Adventure-Western,5.293440736478711,2
Little Big Man,Adventure-Western-Comedy-Drama,110.39701333333333,1
Wolverine: Origin,Animation,2387.3333333333335,1
The New Album Is Out,Animation,500.0,2
hanamonogatari,Animation,200.0,3
HX-01,Animation,50.0,4
Justice League: War,Animation-Action,47.295,1
Spies in Disguise,Animation-Action-Adventure-Comedy-Family,71.616764,1
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,Animation-Action-Adventure-Fantasy,3083.9473924050635,1
My Hero Academia: Two Heroes,Animation-Action-Adventure-Fantasy,324.6471,2
The Legend of the Chupacabras,Animation-Action-Adventure-Fantasy-Horror,442.2675,1
Fate/Grand Order: The Movie – Divine Realm of the Round Table: Camelot – Wandering; Agateram,Animation-Action-Adventure-History-Drama-Fantasy,160.7899,1
The Lego Batman Movie,Animation-Action-Comedy,289.93798000000004,1
Shark Tale,Animation-Action-Comedy-Family,389.7000253333333,1
Megamind,Animation-Action-Comedy-Family-Science Fiction,147.6044346153846,1
Teen Titans Go! To the Movies,Animation-Action-Comedy-Science Fiction,186.46544,1
The Powerpuff Girls Movie,Animation-Action-Family,14.116439999999999,1
Astro Boy,Animation-Action-Family-Science Fiction,95.51067,1
Star Wars: The Clone Wars,Animation-Action-Science Fiction-Adventure,703.3275764705883,1
Starting Point,Animation-Adventure,200.0,1
The Last Petal,Animation-Adventure,100.0,2
The Angry Birds Movie,Animation-Adventure-Comedy,379.1500589041096,1
"Tad, the Lost Explorer, and the Secret of King Midas",Animation-Adventure-Comedy-Family,650.7058561567579,1
Rio,Animation-Adventure-Comedy-Family,438.4841777777778,2
Puss in Boots,Animation-Adventure-Comedy-Family,326.9134438461538,3
Cars,Animation-Adventure-Comedy-Family,284.9859575,4
Robinson Crusoe,Animation-Adventure-Comedy-Family,196.85515555555554,5
Brave,Animation-Adventure-Comedy-Family-Action-Fantasy,191.34227405405406,1
The Book of Life,Animation-Adventure-Comedy-Family-Fantasy,94.874212,1
Peter Rabbit,Animation-Adventure-Family,602.532866,1
Mr. Peabody & Sherman,Animation-Adventure-Family,88.21546896551725,2
Khumba,Animation-Adventure-Family,71.87375,3
Minuscule: Valley of the Lost Ants,Animation-Adventure-Family,52.28426395939086,4
Kubo and the Two Strings,Animation-Adventure-Family,27.082396666666668,5
Toy Story,Animation-Adventure-Family-Comedy,1145.18011,1
Zootopia,Animation-Adventure-Family-Comedy,582.5227966666666,2
